epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,7380.4,0.3213,0.28505,0.85595,0.99336,0.97881,0.99457,0.96368,0.21741,0.18521,0.72821,0.000878,0.000878,0.000878
172,7420.14,0.3294,0.28229,0.86123,0.98899,0.97944,0.99443,0.96461,0.21263,0.17743,0.7277,0.0008714,0.0008714,0.0008714
173,7458.89,0.33976,0.28576,0.85909,0.99133,0.9811,0.99448,0.96282,0.21391,0.17314,0.7278,0.0008648,0.0008648,0.0008648
174,7497.07,0.33855,0.28651,0.86318,0.99264,0.97959,0.99443,0.96132,0.22217,0.17676,0.72915,0.0008582,0.0008582,0.0008582
175,7535,0.34186,0.29708,0.86433,0.9886,0.98328,0.99444,0.96336,0.21448,0.17657,0.72834,0.0008516,0.0008516,0.0008516
176,7572.74,0.33131,0.28559,0.86146,0.99266,0.97965,0.99462,0.96241,0.20966,0.17752,0.72825,0.000845,0.000845,0.000845
177,7612.39,0.33832,0.28721,0.85854,0.99482,0.97623,0.99462,0.96417,0.21125,0.16975,0.72768,0.0008384,0.0008384,0.0008384
178,7651.35,0.32537,0.27519,0.85668,0.99337,0.97974,0.99455,0.96725,0.20512,0.16403,0.72754,0.0008318,0.0008318,0.0008318
179,7689.56,0.32891,0.28435,0.86764,0.99485,0.97747,0.99442,0.96485,0.20818,0.17213,0.7262,0.0008252,0.0008252,0.0008252
180,7728.28,0.33334,0.29999,0.86481,0.99409,0.97834,0.99448,0.96516,0.20936,0.17323,0.72604,0.0008186,0.0008186,0.0008186
181,7766.19,0.33486,0.28743,0.86071,0.99337,0.97975,0.99425,0.96704,0.20628,0.18639,0.72571,0.000812,0.000812,0.000812
182,7804.6,0.3265,0.28777,0.86084,0.99556,0.97825,0.99456,0.96653,0.20622,0.18777,0.72519,0.0008054,0.0008054,0.0008054
183,7842.5,0.33228,0.29243,0.85915,0.99408,0.97625,0.99449,0.96987,0.20193,0.20128,0.72462,0.0007988,0.0007988,0.0007988
184,7880.65,0.32852,0.28357,0.8593,0.99047,0.98241,0.99461,0.96901,0.2079,0.18161,0.72605,0.0007922,0.0007922,0.0007922
185,7918.92,0.32054,0.28144,0.861,0.9941,0.98328,0.99465,0.97014,0.20284,0.17761,0.72354,0.0007856,0.0007856,0.0007856
186,7957.12,0.33866,0.29724,0.86558,0.99317,0.98765,0.99481,0.96861,0.20394,0.16823,0.72431,0.000779,0.000779,0.000779
187,7996.18,0.31578,0.27811,0.85485,0.99351,0.98328,0.99464,0.96835,0.19967,0.16392,0.72384,0.0007724,0.0007724,0.0007724
188,8033.43,0.31481,0.27309,0.85711,0.99558,0.98149,0.99457,0.96995,0.1964,0.16343,0.72344,0.0007658,0.0007658,0.0007658
189,8071.94,0.33173,0.28794,0.86541,0.99823,0.9782,0.99471,0.97273,0.1929,0.16199,0.72222,0.0007592,0.0007592,0.0007592
190,8110.28,0.31124,0.28367,0.85703,0.98838,0.98898,0.99477,0.97018,0.19695,0.16435,0.72348,0.0007526,0.0007526,0.0007526
191,8147.91,0.31881,0.27649,0.85922,0.99091,0.9891,0.99482,0.97213,0.19212,0.16039,0.72311,0.000746,0.000746,0.000746
192,8185.7,0.32776,0.27398,0.86076,0.99704,0.97879,0.99474,0.97126,0.19665,0.15888,0.72258,0.0007394,0.0007394,0.0007394
193,8224.38,0.31418,0.27061,0.85067,0.98553,0.99014,0.99477,0.97157,0.19286,0.15569,0.72161,0.0007328,0.0007328,0.0007328
194,8262.13,0.30782,0.26693,0.85052,0.99485,0.98339,0.9948,0.97166,0.19292,0.15799,0.7214,0.0007262,0.0007262,0.0007262
195,8300.48,0.31257,0.26574,0.85375,0.98626,0.99122,0.99485,0.97081,0.19708,0.16596,0.72254,0.0007196,0.0007196,0.0007196
196,8337.98,0.32111,0.28043,0.85744,0.98486,0.99296,0.99472,0.97101,0.19527,0.16014,0.72241,0.000713,0.000713,0.000713
197,8375.03,0.30821,0.27036,0.85563,0.99415,0.98753,0.9948,0.97146,0.19076,0.15448,0.72187,0.0007064,0.0007064,0.0007064
198,8413.55,0.30405,0.26552,0.85171,0.99054,0.98894,0.99485,0.97246,0.19022,0.1546,0.72192,0.0006998,0.0006998,0.0006998
199,8451.36,0.31409,0.274,0.84614,0.99634,0.98809,0.99484,0.97328,0.18961,0.15576,0.72123,0.0006932,0.0006932,0.0006932
200,8488.66,0.31511,0.27265,0.85888,0.98834,0.98573,0.99481,0.97195,0.18693,0.15554,0.72031,0.0006866,0.0006866,0.0006866
201,8525.53,0.30924,0.26749,0.8571,0.98907,0.98659,0.99475,0.97017,0.19019,0.16178,0.72035,0.00068,0.00068,0.00068
202,8563.43,0.30921,0.27092,0.85304,0.99465,0.98183,0.99474,0.97264,0.18462,0.15837,0.72003,0.0006734,0.0006734,0.0006734
203,8602.12,0.30717,0.26417,0.84874,0.99778,0.98079,0.99476,0.97373,0.18215,0.15758,0.7193,0.0006668,0.0006668,0.0006668
204,8640.63,0.31033,0.27077,0.84975,0.99853,0.98457,0.99488,0.97411,0.18271,0.15528,0.71813,0.0006602,0.0006602,0.0006602
205,8678.49,0.31087,0.2638,0.85455,0.99339,0.98983,0.9949,0.97366,0.18357,0.15519,0.71896,0.0006536,0.0006536,0.0006536
206,8717.25,0.31334,0.27078,0.85101,0.99564,0.98474,0.99483,0.97199,0.18927,0.15275,0.7193,0.000647,0.000647,0.000647
207,8755.92,0.3007,0.25466,0.8503,0.992,0.99161,0.99489,0.97332,0.18354,0.14984,0.71807,0.0006404,0.0006404,0.0006404
208,8794.93,0.30404,0.26076,0.85335,0.99417,0.99181,0.99493,0.97153,0.1813,0.15102,0.71784,0.0006338,0.0006338,0.0006338
209,8833.12,0.3244,0.27574,0.85291,0.99167,0.98983,0.99488,0.972,0.18467,0.15987,0.71913,0.0006272,0.0006272,0.0006272
210,8871.24,0.29243,0.25619,0.8555,0.99782,0.98038,0.99485,0.97284,0.18432,0.15575,0.71938,0.0006206,0.0006206,0.0006206
211,8909.87,0.30372,0.25693,0.84836,0.99195,0.98539,0.99479,0.97451,0.1834,0.15355,0.71943,0.000614,0.000614,0.000614
212,8948.58,0.289,0.24981,0.84869,0.99633,0.98669,0.9949,0.97455,0.18041,0.14842,0.71909,0.0006074,0.0006074,0.0006074
213,8987.69,0.28448,0.24516,0.8504,0.99489,0.99072,0.99494,0.97548,0.17793,0.14606,0.71881,0.0006008,0.0006008,0.0006008
214,9025.38,0.31477,0.26623,0.85245,0.99473,0.98692,0.99487,0.97605,0.1776,0.14465,0.71868,0.0005942,0.0005942,0.0005942
215,9064.24,0.28976,0.24552,0.85207,0.99056,0.99123,0.99487,0.97643,0.17533,0.14356,0.71812,0.0005876,0.0005876,0.0005876
216,9102.83,0.28751,0.25211,0.84766,0.99224,0.9891,0.99488,0.97679,0.17632,0.14509,0.71789,0.000581,0.000581,0.000581
217,9140.63,0.30215,0.2645,0.85049,0.99133,0.99273,0.99494,0.97352,0.17835,0.14726,0.71824,0.0005744,0.0005744,0.0005744
218,9178.84,0.29821,0.25703,0.84961,0.99692,0.99128,0.99496,0.97593,0.175,0.14551,0.71828,0.0005678,0.0005678,0.0005678
219,9216.73,0.28572,0.24894,0.84273,0.9966,0.98692,0.99491,0.97752,0.17202,0.1434,0.71716,0.0005612,0.0005612,0.0005612
220,9254.15,0.28243,0.24009,0.84534,0.99706,0.9875,0.99493,0.9748,0.17315,0.14433,0.71664,0.0005546,0.0005546,0.0005546
221,9292.41,0.30495,0.25989,0.84889,0.99853,0.99041,0.99499,0.97688,0.17397,0.14017,0.71607,0.000548,0.000548,0.000548
222,9330.75,0.30312,0.25907,0.85494,0.99614,0.99128,0.99496,0.97691,0.17347,0.14215,0.71654,0.0005414,0.0005414,0.0005414
223,9369.08,0.27595,0.23633,0.84697,0.99347,0.99447,0.99496,0.97685,0.17167,0.14184,0.71627,0.0005348,0.0005348,0.0005348
224,9407.16,0.29567,0.25197,0.84848,0.99275,0.99468,0.99493,0.97863,0.17103,0.13851,0.71638,0.0005282,0.0005282,0.0005282
225,9445.22,0.27573,0.24129,0.84465,0.99517,0.98765,0.99488,0.9774,0.16955,0.13979,0.71611,0.0005216,0.0005216,0.0005216
226,9489.31,0.28502,0.24375,0.85144,0.99346,0.99346,0.99494,0.97656,0.17061,0.1459,0.71532,0.000515,0.000515,0.000515
227,9536.9,0.28746,0.24539,0.84519,0.99551,0.99419,0.99496,0.97844,0.17019,0.14069,0.7149,0.0005084,0.0005084,0.0005084
228,9576.07,0.29205,0.25369,0.84716,0.99491,0.99466,0.99496,0.97729,0.17166,0.13939,0.7153,0.0005018,0.0005018,0.0005018
229,9614.16,0.29689,0.24811,0.84498,0.99561,0.9894,0.99495,0.97754,0.16832,0.13887,0.71469,0.0004952,0.0004952,0.0004952
230,9652.1,0.29144,0.25162,0.84477,0.99675,0.99201,0.99497,0.97945,0.16627,0.13838,0.71386,0.0004886,0.0004886,0.0004886
231,9690.23,0.27888,0.24618,0.8421,0.99419,0.99459,0.99496,0.97846,0.1674,0.13997,0.71402,0.000482,0.000482,0.000482
232,9728.49,0.28489,0.24332,0.84294,0.99275,0.99568,0.99499,0.97998,0.1661,0.1384,0.71416,0.0004754,0.0004754,0.0004754
233,9765.9,0.28497,0.24371,0.84452,0.99697,0.99491,0.99499,0.98025,0.16378,0.13626,0.71447,0.0004688,0.0004688,0.0004688
234,9804.76,0.28113,0.24272,0.84505,0.9977,0.99419,0.99499,0.97812,0.1653,0.13585,0.71448,0.0004622,0.0004622,0.0004622
235,9844.58,0.28111,0.23912,0.8373,0.99636,0.99441,0.99499,0.97831,0.1671,0.13743,0.71352,0.0004556,0.0004556,0.0004556
236,9882.65,0.28036,0.23963,0.84471,0.99927,0.99457,0.995,0.97926,0.16436,0.14126,0.7127,0.000449,0.000449,0.000449
237,9920.47,0.28663,0.24298,0.84567,0.9965,0.99491,0.99499,0.98008,0.16416,0.13711,0.7128,0.0004424,0.0004424,0.0004424
238,9958.9,0.28529,0.2428,0.84141,0.99635,0.99709,0.995,0.97884,0.16576,0.13575,0.71357,0.0004358,0.0004358,0.0004358
239,9997.31,0.28262,0.24233,0.84462,0.99491,0.99445,0.99498,0.9791,0.16609,0.13575,0.71391,0.0004292,0.0004292,0.0004292
240,10034.9,0.27853,0.23562,0.83991,0.99416,0.99564,0.99498,0.97968,0.16575,0.14318,0.71394,0.0004226,0.0004226,0.0004226
241,10073.8,0.27304,0.22939,0.84362,0.99708,0.99302,0.99499,0.98074,0.16115,0.13845,0.71312,0.000416,0.000416,0.000416
242,10111.9,0.265,0.22325,0.83786,0.99564,0.99489,0.99497,0.97993,0.16315,0.13649,0.71296,0.0004094,0.0004094,0.0004094
243,10149.5,0.27555,0.23373,0.8418,0.99673,0.99564,0.99499,0.97902,0.16406,0.13521,0.71308,0.0004028,0.0004028,0.0004028
244,10188.1,0.26689,0.22838,0.83909,0.99766,0.99491,0.99499,0.98005,0.1647,0.13525,0.71331,0.0003962,0.0003962,0.0003962
245,10226.4,0.27815,0.23468,0.84189,0.99732,0.99346,0.99498,0.97996,0.16317,0.13449,0.71321,0.0003896,0.0003896,0.0003896
246,10266.7,0.26959,0.23494,0.84674,0.99781,0.99524,0.99499,0.98032,0.16103,0.13534,0.71265,0.000383,0.000383,0.000383
247,10305.2,0.27113,0.23221,0.84063,0.99927,0.99541,0.99499,0.98056,0.1582,0.13357,0.71216,0.0003764,0.0003764,0.0003764
248,10343.7,0.27374,0.23245,0.83959,0.99845,0.99564,0.995,0.98111,0.15829,0.13372,0.71171,0.0003698,0.0003698,0.0003698
249,10382.3,0.26326,0.22456,0.83835,0.99927,0.99502,0.995,0.98159,0.15833,0.13371,0.71132,0.0003632,0.0003632,0.0003632
250,10421.1,0.27831,0.2386,0.84314,0.99854,0.99523,0.99499,0.98057,0.15864,0.13149,0.71108,0.0003566,0.0003566,0.0003566
251,10459.4,0.26702,0.22962,0.83961,0.99856,0.99346,0.995,0.98098,0.15719,0.13123,0.71101,0.00035,0.00035,0.00035
252,10498.1,0.26903,0.23233,0.84042,0.9994,0.99491,0.995,0.97979,0.15794,0.13847,0.71118,0.0003434,0.0003434,0.0003434
253,10535.5,0.26239,0.22861,0.83635,0.99942,0.99491,0.995,0.97984,0.16007,0.13668,0.71135,0.0003368,0.0003368,0.0003368
254,10573.9,0.26113,0.22086,0.8386,0.99854,0.99432,0.995,0.97994,0.15779,0.13383,0.7113,0.0003302,0.0003302,0.0003302
255,10611.6,0.25953,0.22423,0.83845,0.99854,0.99477,0.995,0.98011,0.15733,0.13348,0.71124,0.0003236,0.0003236,0.0003236
256,10649.9,0.26796,0.22725,0.84271,0.99755,0.99491,0.995,0.98028,0.15711,0.12991,0.71134,0.000317,0.000317,0.000317
257,10688.4,0.25898,0.22496,0.84071,0.99938,0.99564,0.995,0.98076,0.15588,0.12831,0.71141,0.0003104,0.0003104,0.0003104
258,10726.6,0.26061,0.22426,0.83401,0.99927,0.99411,0.99499,0.98043,0.15557,0.1313,0.7111,0.0003038,0.0003038,0.0003038
259,10764.9,0.2562,0.22042,0.83612,0.99842,0.99419,0.99497,0.98026,0.15657,0.13724,0.71067,0.0002972,0.0002972,0.0002972
260,10808.6,0.26342,0.22117,0.835,0.99636,0.99541,0.99496,0.97981,0.15621,0.13392,0.71042,0.0002906,0.0002906,0.0002906
261,10847.8,0.25481,0.22014,0.83706,0.99765,0.99637,0.99498,0.98002,0.15474,0.13156,0.71013,0.000284,0.000284,0.000284
262,10886.8,0.25466,0.2203,0.83545,0.99781,0.99412,0.99499,0.98164,0.15612,0.13036,0.71055,0.0002774,0.0002774,0.0002774
263,10925,0.26721,0.23327,0.83918,0.99781,0.99274,0.995,0.98125,0.15669,0.12983,0.71043,0.0002708,0.0002708,0.0002708
264,10964.7,0.25527,0.22029,0.8364,0.99918,0.99419,0.99499,0.98225,0.15355,0.12974,0.70981,0.0002642,0.0002642,0.0002642
265,11002.6,0.26316,0.225,0.83908,0.99782,0.99346,0.99499,0.98362,0.15199,0.12768,0.70968,0.0002576,0.0002576,0.0002576
266,11040.5,0.25528,0.22075,0.83762,0.99927,0.99324,0.995,0.98245,0.15229,0.12621,0.7098,0.000251,0.000251,0.000251
267,11079.3,0.25372,0.21947,0.83731,1,0.99464,0.995,0.98168,0.15199,0.12778,0.70962,0.0002444,0.0002444,0.0002444
268,11118.1,0.26394,0.2269,0.83781,0.9995,0.99709,0.995,0.98272,0.15167,0.12877,0.70977,0.0002378,0.0002378,0.0002378
269,11155.3,0.25443,0.22217,0.83396,0.99927,0.99686,0.995,0.98225,0.15117,0.13065,0.70969,0.0002312,0.0002312,0.0002312
270,11193.3,0.26255,0.22516,0.83352,0.99991,0.99709,0.995,0.98136,0.15016,0.13367,0.70954,0.0002246,0.0002246,0.0002246
271,11231.5,0.25118,0.21619,0.84056,1,0.99694,0.995,0.98261,0.14927,0.13382,0.70932,0.000218,0.000218,0.000218
272,11270.5,0.25777,0.21979,0.83827,1,0.99664,0.995,0.98184,0.14776,0.14036,0.70921,0.0002114,0.0002114,0.0002114
273,11308.7,0.25978,0.22463,0.84615,1,0.99646,0.995,0.98249,0.14833,0.14155,0.70911,0.0002048,0.0002048,0.0002048
274,11347.9,0.25351,0.21378,0.8377,0.99923,0.99637,0.995,0.98253,0.14712,0.13602,0.70906,0.0001982,0.0001982,0.0001982
275,11385,0.2445,0.20358,0.83183,0.99681,0.99637,0.995,0.98278,0.14665,0.13118,0.70898,0.0001916,0.0001916,0.0001916
276,11423,0.25358,0.21835,0.84066,0.99887,0.99564,0.995,0.98424,0.1453,0.1286,0.70872,0.000185,0.000185,0.000185
277,11462.2,0.24372,0.21012,0.83661,0.99898,0.99637,0.995,0.98464,0.14447,0.12758,0.70865,0.0001784,0.0001784,0.0001784
278,11500.8,0.25282,0.21518,0.83912,0.99933,0.99709,0.995,0.9847,0.14416,0.12559,0.70859,0.0001718,0.0001718,0.0001718
279,11540.2,0.24639,0.21005,0.8362,0.99977,0.99709,0.995,0.98455,0.14443,0.12417,0.70858,0.0001652,0.0001652,0.0001652
280,11578.2,0.2451,0.20739,0.83535,0.99974,0.99709,0.995,0.98413,0.14548,0.12224,0.70872,0.0001586,0.0001586,0.0001586
281,11615.1,0.23729,0.20781,0.83135,0.99967,0.99709,0.995,0.98413,0.14618,0.11949,0.70861,0.000152,0.000152,0.000152
282,11654.2,0.25262,0.2229,0.83395,1,0.99799,0.995,0.98472,0.1459,0.11892,0.70848,0.0001454,0.0001454,0.0001454
283,11691.4,0.25193,0.21479,0.83799,0.99945,0.99782,0.995,0.98437,0.14512,0.11881,0.70844,0.0001388,0.0001388,0.0001388
284,11729.5,0.24032,0.20823,0.83516,1,0.99722,0.995,0.98372,0.14371,0.11949,0.70834,0.0001322,0.0001322,0.0001322
285,11768.8,0.23984,0.20692,0.83581,0.99982,0.99782,0.995,0.98406,0.14421,0.1186,0.70835,0.0001256,0.0001256,0.0001256
286,11806.2,0.24633,0.2124,0.83885,1,0.99703,0.995,0.98413,0.14487,0.11922,0.70822,0.000119,0.000119,0.000119
287,11844.9,0.23728,0.20687,0.83274,0.99963,0.99782,0.995,0.98506,0.14396,0.11869,0.708,0.0001124,0.0001124,0.0001124
288,11884.4,0.23786,0.20604,0.83602,0.99945,0.99855,0.995,0.98504,0.14321,0.11837,0.70786,0.0001058,0.0001058,0.0001058
289,11923.9,0.23906,0.2062,0.8313,0.99979,0.99782,0.995,0.98497,0.14272,0.11903,0.70768,9.92e-05,9.92e-05,9.92e-05
290,11963.3,0.23718,0.20437,0.83294,1,0.99742,0.995,0.98494,0.14241,0.11959,0.70765,9.26e-05,9.26e-05,9.26e-05
291,12003.1,0.21027,0.16907,0.78633,0.99875,0.99709,0.995,0.98373,0.14491,0.12092,0.70795,8.6e-05,8.6e-05,8.6e-05
292,12040,0.20621,0.16793,0.78536,0.99911,0.99782,0.995,0.98184,0.14935,0.12262,0.70838,7.94e-05,7.94e-05,7.94e-05
293,12076.7,0.19931,0.15678,0.78129,0.99885,0.99782,0.995,0.98109,0.15256,0.12301,0.70852,7.28e-05,7.28e-05,7.28e-05
294,12113.7,0.19691,0.15347,0.78301,0.99927,0.9983,0.995,0.98109,0.15336,0.12268,0.70862,6.62e-05,6.62e-05,6.62e-05
295,12150.6,0.19833,0.156,0.78343,0.99905,0.99855,0.995,0.9811,0.15364,0.12207,0.7086,5.96e-05,5.96e-05,5.96e-05
296,12188,0.19275,0.14933,0.7824,0.999,0.99855,0.995,0.98073,0.15364,0.12183,0.70859,5.3e-05,5.3e-05,5.3e-05
297,12225.7,0.19438,0.15321,0.78458,0.99896,0.99855,0.995,0.981,0.15378,0.12153,0.70857,4.64e-05,4.64e-05,4.64e-05
298,12264.4,0.19486,0.15471,0.78071,0.99927,0.9983,0.995,0.98115,0.15315,0.12103,0.70843,3.98e-05,3.98e-05,3.98e-05
299,12302.5,0.18692,0.15031,0.7836,1,0.99854,0.995,0.98188,0.15236,0.12026,0.70826,3.32e-05,3.32e-05,3.32e-05
300,12340.1,0.19328,0.15273,0.7823,0.99971,0.99855,0.995,0.98201,0.15149,0.11989,0.70827,2.66e-05,2.66e-05,2.66e-05
